ipaddr,machineclass,machinefunction,businessunit,facility,latitude,longitude
172.44.227.26,workstation,office,region-31,branch47,-17.385725,-111.117615
172.28.90.2,server,web,region-9,branch47,27.765799,-114.8359
172.25.252.2,server,multiple,region-8,branch47,-5.0167413,-126.27687
172.30.183.45,workstation,loan,region-10,branch47,43.70435,-106.450096
172.9.113.2,server,web,region-1,branch46,40.452477,-133.39429
172.11.206.30,workstation,office,region-2,branch46,28.411188,-148.44514
172.14.44.15,workstation,loan,region-3,branch46,-1.2109253,-107.12232
172.46.16.46,workstation,loan,region-33,branch46,4.017258,-133.50076
172.46.166.45,workstation,office,region-34,branch46,0.7073966,-149.35133
172.47.213.10,atm,,region-36,branch46,33.87865,-147.84242
172.16.135.2,server,web,region-4,branch46,34.846836,-59.226284
172.49.3.2,server,multiple,region-38,branch46,4.436648,-80.91686
172.49.153.3,server,multiple,region-39,branch46,49.78363,-121.625786
172.33.17.2,server,file server,region-11,branch46,53.76947,-141.92851
172.33.167.2,server,multiple,region-12,branch46,60.588364,-112.67678
172.34.63.2,server,file server,region-13,branch46,44.284874,-111.725334
172.34.213.2,server,web,region-14,branch46,39.898525,-101.05167
172.18.227.2,server,email,region-5,branch46,16.56182,-75.12387
172.36.5.2,server,multiple,region-16,branch46,22.810596,-88.43836
172.36.155.2,server,web,region-17,branch46,29.346895,-86.56626
172.37.201.3,server,email,region-19,branch46,46.597466,-75.23809
172.38.97.2,server,multiple,region-20,branch46,58.88763,-77.227234
172.38.248.14,workstation,loan,region-21,branch46,56.421806,-57.10292
172.21.65.2,server,web,region-6,branch46,17.749674,-94.82849
172.40.40.48,workstation,loan,region-23,branch46,38.519764,-64.49261
172.40.190.35,workstation,teller,region-24,branch46,37.49948,-52.12001
172.41.236.40,workstation,teller,region-26,branch46,20.531807,-59.48918
172.42.133.2,atm,,region-27,branch46,16.436794,-73.637695
172.43.179.4,atm,,region-29,branch46,-5.707044,-92.258194
172.23.157.2,server,multiple,region-7,branch46,3.5980148,-75.82445
172.44.224.35,workstation,office,region-31,branch46,-16.740343,-110.25153
172.28.87.2,server,web,region-9,branch46,33.951912,-118.978676
172.25.249.2,server,file server,region-8,branch46,0.01453866,-127.41988
172.30.179.6,server,file server,region-10,branch46,40.62387,-96.49064
172.9.110.2,server,multiple,region-1,branch45,40.557922,-136.83516
172.14.40.36,server,multiple,region-3,branch45,-2.5236697,-112.62572
172.46.12.24,server,multiple,region-33,branch45,4.8760843,-132.18718
172.46.163.5,workstation,office,region-34,branch45,0.56825614,-149.88222
172.47.59.26,workstation,office,region-35,branch45,9.829752,-157.08536
172.47.209.12,workstation,loan,region-36,branch45,43.114857,-144.17664
172.16.132.2,server,file server,region-4,branch45,31.491379,-58.789463
172.49.150.2,server,compute,region-39,branch45,20.38089,-125.7339
172.49.1.40,workstation,office,region-38,branch45,1.8884839,-93.01807
172.50.48.2,atm,,region-40,branch45,12.273984,-107.97585
172.50.198.4,atm,,region-41,branch45,8.193532,-134.9903
172.33.14.2,server,file server,region-11,branch45,50.434578,-136.93272
172.34.60.2,server,multiple,region-13,branch45,46.6282,-114.72764
172.34.210.2,server,multiple,region-14,branch45,37.146236,-99.66173
172.18.224.2,server,multiple,region-5,branch45,28.93974,-75.95716
172.35.106.30,server,web,region-15,branch45,25.18984,-101.403404
172.36.2.2,server,multiple,region-16,branch45,24.073605,-88.24538
172.36.152.2,server,multiple,region-17,branch45,29.54555,-89.31493
172.37.48.2,server,multiple,region-18,branch45,37.83513,-77.24542
172.37.198.2,server,web,region-19,branch45,41.88495,-84.30905
172.38.94.2,server,multiple,region-20,branch45,56.64214,-75.26773
172.38.244.2,server,compute,region-21,branch45,56.34247,-56.359955
172.21.62.2,server,multiple,region-6,branch45,16.692722,-103.26515
172.40.37.49,workstation,loan,region-23,branch45,44.043922,-60.1978
172.40.187.35,workstation,loan,region-24,branch45,38.099564,-54.903194
172.41.233.31,workstation,office,region-26,branch45,21.546434,-60.595367
172.42.129.44,workstation,loan,region-27,branch45,20.682346,-70.873314
172.43.25.32,workstation,office,region-28,branch45,18.096083,-64.03942
172.43.176.3,atm,,region-29,branch45,-10.822626,-90.431915
172.23.154.2,server,multiple,region-7,branch45,2.0128152,-70.500244
172.44.221.48,workstation,office,region-31,branch45,-15.891435,-113.56797
172.25.246.2,server,compute,region-8,branch45,-8.086653,-121.37623
172.28.84.2,server,multiple,region-9,branch45,23.70284,-105.526405
172.30.176.8,server,multiple,region-10,branch45,49.86319,-107.65985
172.9.107.2,server,compute,region-1,branch44,46.966663,-133.64928
172.11.201.5,atm,,region-2,branch44,18.142553,-148.85875
172.46.9.5,server,multiple,region-33,branch44,4.541995,-132.3547
172.14.39.2,atm,,region-3,branch44,-2.3199306,-104.12889
172.46.159.3,server,multiple,region-34,branch44,-0.08550033,-150.82085
172.47.205.20,server,multiple,region-36,branch44,34.0341,-148.7358
172.16.129.2,server,email,region-4,branch44,30.392387,-61.14334
172.48.251.21,server,multiple,region-38,branch44,1.14918,-90.080605
172.49.148.7,workstation,loan,region-39,branch44,41.6554,-123.962776
172.50.44.51,workstation,office,region-40,branch44,12.5107155,-113.89315
172.50.195.7,atm,,region-41,branch44,11.874662,-134.14584
172.33.11.2,server,web,region-11,branch44,50.351345,-139.03441
172.33.161.2,server,web,region-12,branch44,63.477516,-113.88928
172.34.207.2,server,multiple,region-14,branch44,39.414204,-94.02732
172.18.221.2,server,multiple,region-5,branch44,18.00518,-84.87073
172.35.103.2,server,multiple,region-15,branch44,27.456059,-99.47497
172.35.253.2,server,multiple,region-16,branch44,17.799406,-86.33084
172.36.149.2,server,multiple,region-17,branch44,32.514942,-87.12678
172.37.45.2,server,compute,region-18,branch44,37.99589,-79.850075
172.37.195.2,server,multiple,region-19,branch44,43.135242,-84.314575
172.38.91.2,server,web,region-20,branch44,57.79466,-87.85856
172.38.241.7,server,multiple,region-21,branch44,57.171185,-57.730877
172.21.59.2,server,multiple,region-6,branch44,17.03513,-90.443756
172.40.33.30,server,web,region-23,branch44,37.834007,-61.13432
172.40.184.20,workstation,teller,region-24,branch44,44.084625,-51.518856
172.41.230.24,workstation,teller,region-26,branch44,18.575735,-58.8843
172.42.126.7,workstation,loan,region-27,branch44,18.30736,-68.34682
172.43.22.26,workstation,office,region-28,branch44,11.96198,-63.88991
172.43.172.48,workstation,office,region-29,branch44,-11.059564,-84.19769
172.23.151.2,server,file server,region-7,branch44,0.05135219,-74.402916
172.44.217.3,server,file server,region-31,branch44,-15.791459,-111.814384
172.28.81.19,server,web,region-9,branch44,27.234274,-106.80697
172.30.174.8,workstation,loan,region-10,branch44,48.246067,-91.9053
172.11.196.2,server,file server,region-2,branch43,27.328009,-145.04677
172.9.104.2,server,multiple,region-1,branch43,37.679127,-142.0285
172.14.35.36,workstation,office,region-3,branch43,-8.672301,-111.59299
172.46.7.22,workstation,loan,region-33,branch43,4.2659087,-133.80768
172.46.157.16,workstation,office,region-34,branch43,11.813713,-149.54547
172.47.203.38,workstation,office,region-36,branch43,37.122284,-144.86606
172.48.99.51,workstation,office,region-37,branch43,25.522427,-131.8196
172.16.126.2,server,file server,region-4,branch43,25.412073,-69.48248
172.48.248.13,server,multiple,region-38,branch43,10.830395,-88.155045
172.49.144.23,server,multiple,region-39,branch43,51.306255,-122.21974
172.50.40.28,server,file server,region-40,branch43,9.880455,-110.73889
172.33.158.2,server,multiple,region-12,branch43,63.04126,-114.38769
172.34.54.2,server,compute,region-13,branch43,42.607418,-113.20607
172.18.218.2,server,file server,region-5,branch43,23.58825,-84.289925
172.35.250.2,server,multiple,region-16,branch43,24.077583,-88.77352
172.36.146.2,server,email,region-17,branch43,33.42702,-86.08559
172.37.42.2,server,multiple,region-18,branch43,30.846134,-73.66949
172.38.88.2,server,file server,region-20,branch43,62.935036,-83.255135
172.39.134.2,server,multiple,region-22,branch43,53.901962,-65.419815
172.38.238.35,server,file server,region-21,branch43,57.346775,-58.49468
172.21.56.2,server,web,region-6,branch43,15.240471,-102.679756
172.40.180.2,server,web,region-24,branch43,46.624268,-53.887753
172.40.31.30,workstation,office,region-23,branch43,36.085754,-58.264442
172.41.226.3,server,web,region-26,branch43,19.244595,-55.532555
172.42.122.23,server,multiple,region-27,branch43,16.079557,-70.86859
172.43.18.23,server,multiple,region-28,branch43,7.7390003,-63.412663
172.43.168.18,server,multiple,region-29,branch43,-6.388819,-84.62322
172.23.148.2,server,multiple,region-7,branch43,0.08865462,-66.11179
172.44.214.3,server,multiple,region-31,branch43,-15.351136,-111.39084
172.28.78.2,server,multiple,region-9,branch43,23.459555,-114.374725
172.30.170.13,server,multiple,region-10,branch43,57.194153,-96.18679
172.9.101.2,server,multiple,region-1,branch42,38.60058,-135.34142
172.11.194.6,workstation,office,region-2,branch42,21.247238,-152.27654
172.46.5.11,atm,,region-33,branch42,4.567854,-132.45348
172.47.49.2,server,file server,region-35,branch42,8.084256,-153.7986
172.46.154.44,workstation,teller,region-34,branch42,-0.75803286,-150.1591
172.47.199.21,server,email,region-36,branch42,35.065857,-148.33719
172.16.123.2,server,multiple,region-4,branch42,24.96959,-63.940777
172.48.246.31,workstation,office,region-38,branch42,5.7619753,-87.13162
172.49.142.24,workstation,office,region-39,branch42,41.728043,-122.314384
172.50.38.16,workstation,office,region-40,branch42,12.763832,-110.56513
172.33.5.2,server,multiple,region-11,branch42,51.33403,-137.62236
172.33.155.2,server,file server,region-12,branch42,62.526913,-114.5849
172.34.51.2,server,multiple,region-13,branch42,42.015865,-112.70034
172.34.201.2,server,web,region-14,branch42,38.975574,-100.960754
172.35.97.2,server,file server,region-15,branch42,31.090746,-99.58251
172.18.215.2,server,file server,region-5,branch42,22.080606,-74.05375
172.35.247.2,server,file server,region-16,branch42,20.35148,-87.395164
172.36.143.2,server,file server,region-17,branch42,32.941135,-90.58877
172.37.39.2,server,multiple,region-18,branch42,32.35009,-77.15714
172.37.189.2,server,file server,region-19,branch42,46.224655,-82.54031
172.38.85.2,server,email,region-20,branch42,59.278107,-78.8106
172.40.27.28,server,email,region-23,branch42,44.76804,-63.40119
172.40.177.22,server,multiple,region-24,branch42,39.514004,-52.26989
172.41.224.5,workstation,office,region-26,branch42,17.926716,-60.997776
172.42.120.22,workstation,teller,region-27,branch42,12.351723,-72.96365
172.43.16.33,workstation,teller,region-28,branch42,12.806049,-65.41581
172.44.63.10,atm,,region-30,branch42,-8.980349,-99.923836
172.44.211.14,server,multiple,region-31,branch42,-17.060757,-114.6682
172.45.107.21,server,email,region-32,branch42,-12.147461,-132.33963
172.25.237.2,server,email,region-8,branch42,-7.528881,-125.95143
172.28.76.2,workstation,office,region-9,branch42,35.08107,-110.29531
172.30.168.4,workstation,office,region-10,branch42,51.185204,-97.5403
172.9.98.2,server,file server,region-1,branch41,44.405205,-139.77469
172.11.190.33,server,multiple,region-2,branch41,18.113802,-151.04271
172.46.1.36,workstation,loan,region-33,branch41,5.184159,-133.40515
172.46.151.27,workstation,office,region-34,branch41,12.510577,-151.62888
172.47.198.5,atm,,region-36,branch41,36.093155,-144.04004
172.16.120.2,server,email,region-4,branch41,24.662567,-60.67237
172.48.242.22,server,file server,region-38,branch41,0.7715869,-83.088684
172.34.48.2,server,multiple,region-13,branch41,42.440777,-116.85834
172.34.198.2,server,multiple,region-14,branch41,37.143177,-98.19754
172.18.212.2,server,multiple,region-5,branch41,21.840048,-76.11317
172.35.94.2,server,multiple,region-15,branch41,31.89905,-100.28636
172.36.140.2,server,web,region-17,branch41,33.612537,-86.15481
172.37.36.2,server,web,region-18,branch41,31.692993,-72.33041
172.37.186.2,server,compute,region-19,branch41,47.994537,-84.695984
172.38.232.2,server,file server,region-21,branch41,57.258232,-58.550877
172.38.82.2,server,web,region-20,branch41,54.412674,-82.71311
172.39.130.2,atm,,region-22,branch41,53.628296,-59.823456
172.41.221.4,workstation,loan,region-26,branch41,21.442106,-60.89804
172.42.117.14,workstation,loan,region-27,branch41,19.51284,-71.579834
172.43.12.40,server,multiple,region-28,branch41,19.132362,-64.87713
172.43.163.16,workstation,office,region-29,branch41,-11.1685505,-84.04681
172.23.142.2,server,multiple,region-7,branch41,-0.25458306,-77.92354
172.44.208.2,server,email,region-31,branch41,-16.795292,-112.54076
172.25.234.2,server,web,region-8,branch41,-0.14785725,-122.86001
172.28.73.33,workstation,teller,region-9,branch41,22.49949,-114.05682
172.30.165.34,workstation,office,region-10,branch41,51.452927,-108.283554
172.9.95.2,server,multiple,region-1,branch40,39.460587,-140.32806
172.45.251.2,server,email,region-33,branch40,4.4721417,-132.15572
172.14.26.20,workstation,office,region-3,branch40,-5.7549715,-112.795135
172.46.147.2,server,web,region-34,branch40,6.923549,-150.56622
172.47.43.19,server,web,region-35,branch40,8.187833,-157.95126
172.47.194.47,workstation,office,region-36,branch40,40.237625,-148.82321
172.48.91.2,atm,,region-37,branch40,33.06769,-135.89265
172.16.117.2,server,web,region-4,branch40,32.622456,-67.79022
172.48.240.5,workstation,office,region-38,branch40,12.160535,-82.17063
172.49.135.28,server,web,region-39,branch40,29.001606,-122.871376
172.50.183.2,atm,,region-41,branch40,8.948319,-137.21872
172.32.253.3,server,multiple,region-11,branch40,51.326168,-134.44516
172.33.149.2,server,multiple,region-12,branch40,55.5269,-117.24095
172.34.45.2,server,file server,region-13,branch40,46.70547,-113.027084
172.34.195.3,server,multiple,region-14,branch40,36.19413,-96.287964
172.18.209.2,server,file server,region-5,branch40,16.053661,-81.36237
172.35.91.34,server,multiple,region-15,branch40,29.40438,-95.27131
172.35.241.2,server,web,region-16,branch40,16.471287,-86.909065
172.36.137.2,server,multiple,region-17,branch40,28.429766,-90.0421
172.37.33.2,server,compute,region-18,branch40,37.843704,-80.18899
172.37.183.2,server,web,region-19,branch40,46.518463,-84.75199
172.38.79.2,server,email,region-20,branch40,50.49849,-78.44861
172.38.230.8,workstation,office,region-21,branch40,57.796135,-57.419003
172.21.47.2,server,file server,region-6,branch40,17.63295,-93.422226
172.40.172.47,workstation,loan,region-24,branch40,42.82202,-54.721943
172.41.218.34,workstation,loan,region-26,branch40,20.297834,-55.208088
172.42.114.18,workstation,loan,region-27,branch40,12.2419615,-73.10656
172.43.10.6,workstation,teller,region-28,branch40,16.216187,-62.652546
172.43.159.30,server,file server,region-29,branch40,-5.736984,-94.01511
172.23.139.2,server,multiple,region-7,branch40,1.9543607,-75.24619
172.44.206.32,workstation,office,region-31,branch40,-15.63062,-111.44362
172.25.231.2,server,multiple,region-8,branch40,-9.2313175,-119.00039
172.30.161.2,server,multiple,region-10,branch40,51.876984,-95.87584
172.28.69.30,server,file server,region-9,branch40,27.664022,-114.08744
172.11.184.2,server,multiple,region-2,branch39,23.876902,-143.14674
172.9.92.2,server,multiple,region-1,branch39,44.297863,-132.84937
172.14.22.11,server,email,region-3,branch39,-4.9466553,-110.649704
172.45.248.4,server,file server,region-33,branch39,4.8735323,-132.57486
172.47.41.2,workstation,office,region-35,branch39,8.610605,-155.57938
172.48.86.2,server,email,region-37,branch39,30.910378,-138.3205
172.47.190.29,server,multiple,region-36,branch39,46.128998,-148.95232
172.16.114.2,server,web,region-4,branch39,31.76137,-66.86647
172.48.236.30,server,compute,region-38,branch39,1.1222566,-83.53479
172.49.133.8,workstation,teller,region-39,branch39,34.67238,-125.19443
172.50.180.2,atm,,region-41,branch39,15.163393,-130.352
172.50.30.9,atm,,region-40,branch39,12.148305,-110.61027
172.33.146.2,server,compute,region-12,branch39,65.605354,-118.71462
172.34.192.2,server,web,region-14,branch39,37.885998,-97.42296
172.18.206.2,server,multiple,region-5,branch39,28.642416,-77.61231
172.35.88.2,server,compute,region-15,branch39,25.582357,-93.22236
172.35.238.2,server,multiple,region-16,branch39,18.42188,-85.697655
172.36.134.2,server,multiple,region-17,branch39,31.60945,-89.19681
172.37.30.2,server,multiple,region-18,branch39,30.49708,-72.707184
